city,country,airport_count
Tetouan,Morocco,1
Nevers,France,1
Panama,Panama,1
Tabas,Iran,1
Valledupar,Colombia,1
Tacna,Peru,1
Tanjore,India,1
Anisakan,Burma,1
Robinson,United States,1
La Tabatière,Canada,1
Nain,Canada,1
Long Apung-Borneo Island,Indonesia,1
Jiamusi,China,1
Jefferson City,United States,1
Finsterwalde,Germany,1
Nondalton,United States,1
Postville,Canada,1
Aykhal,Russia,1
Lae,Marshall Islands,1
Janesville,United States,1
Novato,United States,1
Amherst MA,United States,1
Bursa,Turkey,1
Melonguane,Indonesia,1
Kill Bear,Canada,1
Sant Cugat del Valles,Spain,1
Izumisano,Japan,1
Hazel Crest,United States,1
Wonsan,North Korea,1
Enterprise,United States,1
Celestat,France,1
Taroom,Australia,1
Jēkabpils,Latvia,1
Nieuw-Vennep,Netherlands,1
Golssen,Germany,1
Munster-Hiltrup,Germany,1
Holmsveden,Sweden,1
Yonkers,United States,1
Seclin,France,1
Muehlhausen,Germany,1
Bata,Equatorial Guinea,1
Bakel,Senegal,1
Joigny,France,1
Lannion,France,1
Nea Anghialos,Greece,1
Limon,Costa Rica,1
Florida,Cuba,1
Kosrae,Micronesia,1
Jhunju,South Korea,1
San Luis,Argentina,1
Ciudad Bolivar,Venezuela,1
Sittwe,Burma,1
Kahului,United States,1
Wallops Island,United States,1
Cotulla,United States,1
York Landing,Canada,1
Kili Island,Marshall Islands,1
Puerto Leguízamo,Colombia,1
Khanabad,Uzbekistan,1
Birdsville,Australia,1
Kirkuk,Iraq,1
Karluk,United States,1
Mykines,Faroe Islands,1
Fond du Lac,United States,1
Kangding,China,1
Culebrita,Puerto Rico,1
The Rock,Australia,1
Horsham,Australia,1
Amsterndam,Netherlands,1
Baodi,China,1
Biesenthal,Germany,1
Gagny,France,1
Brewster,United States,1
Martensdorf,Germany,1
Lilly Beach Huvahendhoo,Maldives,1
Oebisfelde,Germany,1
Isortoq,Greenland,1
Shihezi,China,1
Musikot Khalanga,Nepal,1
Lloydminster,Canada,1
Sudbury,Canada,1
Spence Bay,Canada,1
Varkaus,Finland,1
Lydd,United Kingdom,1
Casement,Ireland,1
Southdowns,Zambia,1
Zadar,Croatia,1
Forli,Italy,1
Puerto Escondido,Mexico,1
Nosara Beach,Costa Rica,1
Al-ahsa,Saudi Arabia,1
Sakon Nakhon,Thailand,1
Wichita Falls,United States,1
Idaho Falls,United States,1
Hoskins,Papua New Guinea,1
Ambryn Island,Vanuatu,1
Sulaymaniyah,Iraq,1
Nuku,Papua New Guinea,1
Namangan,Uzbekistan,1
Wuyishan,China,1
Point Hope,United States,1
Wadi Halfa,Sudan,1
Belleville,Canada,1
Khwai River,Botswana,1
Beloyarsky,Russia,1
Port alsworth,United States,1
Killarney,Ireland,1
Phnom Penh,Cambodia,1
Arsvagen,Norway,1
Mount Samat,Philippines,1
Pinery,Canada,1
Blacks Harbour,Canada,1
Grove,United States,1
Ichikawa,Japan,1
Kronshtadt,Russia,1
Owen Sound,Canada,1
Palana,Russia,1
Vilamendhu,Maldives,1
Ukkusissat,Greenland,1
Bonnieres-sur-Seine,France,1
Prestwick,United Kingdom,1
Kedougou,Senegal,1
Angouleme,France,1
Maribor,Slovenia,1
Ciudad Del Carmen,Mexico,1
Santa Clara,Costa Rica,1
Mariquita,Colombia,1
Keshod,India,1
Coff's Harbour,Australia,1
Ubon Ratchathani,Thailand,1
Hodeidah,Yemen,1
Rumjatar,Nepal,1
Fort Albany,Canada,1
Ondangwa,Namibia,1
Balakovo,Russia,1
Nepalgunj,Nepal,1
Kuparuk,United States,1
Rerrenabaque,Bolivia,1
Kherson,Ukraine,1
SARATOGA,United States,1
Noboribetsu,Japan,1
Oberwolfach,Germany,1
Aranyaprathet,Thailand,1
Copacabana,Bolivia,1
Cuverville Island,Antarctica,1
Rakkestad,Norway,1
Liberty,United States,1
Arnoldstein,Austria,1
Trinidad,United States,1
Carluke,United Kingdom,1
North Berwick,United Kingdom,1
Stapleford,United Kingdom,1
Oberschleissheim,Germany,1
Atami,Japan,1
Rubelsanto,Guatemala,1
Chandauli,India,1
Forchheim,Germany,1
Palmwag,Namibia,1
Flippin,United States,1
Magdalena,United States,1
Upernavik Kujalleq,Greenland,1
Jagdalpur,India,1
Kayes,Mali,1
Villeneuve-sur-lot,France,1
Tegucigalpa,Honduras,1
Santa Lucia,Cuba,1
Tabiteuea North,Kiribati,1
Asahikawa,Japan,1
Chile Chico,Chile,1
Osorno,Chile,1
Santa Rosa,Ecuador,1
Thandwe,Burma,1
Galena,United States,1
Ilulissat,Greenland,1
Caldas Novas,Brazil,1
Nakina,Canada,1
Ambatondrazaka,Madagascar,1
Arthur's Town,Bahamas,1
Losuia,Papua New Guinea,1
Lopez,United States,1
Long Bawan-Borneo Island,Indonesia,1
Cobar,Australia,1
Mount Hotham,Australia,1
Myvatn,Iceland,1
Niau,French Polynesia,1
Rimouski,Canada,1
Maturaca,Brazil,1
Nikunau,Kiribati,1
Oneonta,United States,1
Big Bear,United States,1
Amberg,Germany,1
Tiputini,Ecuador,1
Varberg,Sweden,1
Maplewood,United States,1
Zaysan,Kazakhstan,1
Dear Is Point,Canada,1
Wyandanch,United States,1
Doncaster,United Kingdom,1
Usti nad Labem,Czech Republic,1
Knebworth,United Kingdom,1
Juara,Brazil,1
Naumburg,Germany,1
Deniliquin,Australia,1
Sandiaoling,Taiwan,1
Knivsta,Sweden,1
Trevose,United States,1
Upper Merion Township,United States,1
Lepetane,Montenegro,1
Lake Baringo,Kenya,1
Boven Digoel,Indonesia,1
Uzyn,Ukraine,1
Zutendaal,Belgium,1
Alderney,Guernsey,1
Kimberley,South Africa,1
Eldoret,Kenya,1
Gioia Del Colle,Italy,1
Gisborne,New Zealand,1
Omidyeh,Iran,1
Kwangju,South Korea,1
Santa Rosa,Argentina,1
Obidos Tirios,Brazil,1
Iquique,Chile,1
Cuddapah,India,1
Ternate,Indonesia,1
Simpang,Malaysia,1
Pyongyang,North Korea,1
Fort Ord,United States,1
Lake Charles,United States,1
Sioux City,United States,1
Cheyenne,United States,1
Maumere,Indonesia,1
Kupang,Indonesia,1
Sanaa,Yemen,1
Sangafa,Vanuatu,1
Mildura,Australia,1
Paxos,Greece,1
Solio,Kenya,1
Gotland,Sweden,1
Placencia,Belize,1
LaFayette,United States,1
Kapolei,United States,1
Sheboygan,United States,1
Tetiaroa,French Polynesia,1
Peach Springs,United States,1
Tadjoura,Djibouti,1
Zwijndrecht,Netherlands,1
Albion,United States,1
Quakertown,United States,1
Atlantic Ocean,United States,1
Ie,Japan,1
Russelsheim,Germany,1
Chichmhi,India,1
Taos,United States,1
Borger,United States,1
Philipsburg,United States,1
Marken - Limpopo,South Africa,1
Romaneche-Thorin,France,1
Mikkeli,Finland,1
Klerksdorp,South Africa,1
Toliara,Madagascar,1
Castres,France,1
Aurillac,France,1
Grottaglie,Italy,1
Maupiti,French Polynesia,1
Dunedin,New Zealand,1
Ras Al Khaimah,United Arab Emirates,1
Fernando Do Noronha,Brazil,1
Sao Gabriel,Brazil,1
San Jose Del Guaviare,Colombia,1
Cayenne,French Guiana,1
Fort Richardson,United States,1
Yuma,United States,1
Trat,Thailand,1
Khamti,Burma,1
Fort Stockton,United States,1
Vineyard Haven MA,United States,1
Ballina Byron Bay,Australia,1
Alor Island,Indonesia,1
Long Seridan,Malaysia,1
Spencer,United States,1
Ankeny,United States,1
Nikolai,United States,1
Bildudalur,Iceland,1
Ocean Isle Beach,United States,1
Lockport,United States,1
Bend,United States,1
Pembroke,Canada,1
Hilton Head Island,United States,1
Swans Island,United States,1
St. Ignace MI,United States,1
Pooncarie,Australia,1
Anshan,China,1
Council Bluffs,United States,1
Line Lexington,United States,1
Nordborg,Denmark,1
W Retreat and Spa,Maldives,1
Karanambo,Guyana,1
Upala,Costa Rica,1
Tocopilla,Chile,1
Cranberry Township,United States,1
Cranbrook,Canada,1
Tartu,Estonia,1
Leuchars,United Kingdom,1
Fianarantsoa,Madagascar,1
Cameri,Italy,1
Sivrihisar,Turkey,1
Akhisar,Turkey,1
Los Mochis,Mexico,1
Andersen,Guam,1
Longtang,Taiwan,1
Shimofusa,Japan,1
Mamburao,Philippines,1
Chelyabinsk,Russia,1
Harrison,United States,1
Mineral Wells,United States,1
Catumbela,Angola,1
"Angaha, Niuafo'ou Island",Tonga,1
Newman,Australia,1
La Fortuna/San Carlos,Costa Rica,1
St. Marys,United States,1
Iturup Island,Russia,1
Nova Iguacu,Brazil,1
Glenwood Springs,United States,1
Patos de Minas,Brazil,1
Concordia,Brazil,1
Roseau,Dominica,1
Morogoro,Tanzania,1
Post Office,Ecuador,1
Paracatu,Brazil,1
Melchow,Germany,1
Chilly-Mazarin,France,1
Birkenwerder,Germany,1
Tezu,India,1
Maisons-Laffitte,France,1
Burwash,Canada,1
Hanko,Finland,1
Hagshult,Sweden,1
Hohn,Germany,1
Plaisance,Mauritius,1
Ocseny,Hungary,1
Buenos Aires,Costa Rica,1
Clarence Bain,Bahamas,1
Port-vila,Vanuatu,1
King Khalid Mil.city,Saudi Arabia,1
Zabol,Iran,1
Cheju,South Korea,1
Suwon,South Korea,1
Merida,Venezuela,1
Lhok Sukon,Indonesia,1
Point Mugu,United States,1
Kingsville,United States,1
Palmdale,United States,1
Sugar Land,United States,1
Berlevag,Norway,1
Tuscaloosa AL,United States,1
Lourdes-De-Blanc-Sablon,Canada,1
Fond-Du-Lac,Canada,1
Guemar,Algeria,1
Grand Bourg,Guadeloupe,1
Vinh,Vietnam,1
Sand Point,United States,1
Allakaket,United States,1
Mackinac Island,United States,1
Kirensk,Russia,1
Colonia Sarmiento,Argentina,1
Los Alamos,United States,1
Grootfontein,Namibia,1
Soldotna,United States,1
Angleton,United States,1
Vanino,Russia,1
Guangming,China,1
Andalusia,United States,1
Navi Mumbai,India,1
Baitz,Germany,1
Laskowice,Poland,1
Kilafors,Sweden,1
Tughlakabad,India,1
Ovoot Tolgoi,Mongolia,1
Vahitahi,French Polynesia,1
Kirkjubaejarklaustur,Iceland,1
Douai,France,1
Coppermine,Canada,1
Khartoum,Sudan,1
Kecskemet,Hungary,1
Ohrid,Macedonia,1
Hanamaki,Japan,1
Paso De Los Libres,Argentina,1
General Pico,Argentina,1
Tumeremo,Venezuela,1
Blagoveschensk,Russia,1
Limbang,Malaysia,1
Palacios,United States,1
Taraken,Indonesia,1
Ceuta,Spain,1
Jabor Jaluit Atoll,Marshall Islands,1
Contadora Island,Panama,1
Saransk,Russia,1
Griffith,Australia,1
St-Augustin,Canada,1
Russian Mission,United States,1
South Aari Atoll,Maldives,1
Prospect Creek,United States,1
New Philadelpha,United States,1
Slate Falls,Canada,1
Yabuli Town,China,1
Nittenau,Germany,1
St Andre,Reunion,1
Brookneal,United States,1
Lynn,United States,1
Fiumicino,Italy,1
Green Square,Australia,1
Wunsdorf,Germany,1
Puerto Ayora,Ecuador,1
Maasvlakte,Netherlands,1
Tarko-Sale,Russia,1
Rayak,Lebanon,1
Zheleznogorsk-Ilimsky,Russia,1
Puttaparthi,India,1
Ludwigshafen Rhein,Germany,1
Jarna,Sweden,1
Hergiswil,Switzerland,1
Mackeyville,United States,1
Kalmar,Sweden,1
Statesboro,United States,1
Ihtiman,Bulgaria,1
Mount Airy,United States,1
Andaman Sea,Thailand,1
Nukutavake,French Polynesia,1
Seward Peninsula,United States,1
Skjolden,Norway,1
Nordragota,Faroe Islands,1
Grossbrembach,Germany,1
Padua,Italy,1
Riesa,Germany,1
Meinerzhagen,Germany,1
Armari Air Force Base,Estonia,1
Lycksele,Sweden,1
Bafoussam,Cameroon,1
Pamiers,France,1
Ancenis,France,1
Morelia,Mexico,1
Kish Island,Iran,1
Hachijojima,Japan,1
Kalibo,Philippines,1
El Palomar,Argentina,1
Fuerte Gral Roca,Argentina,1
Km-192,Ecuador,1
Barinas,Venezuela,1
St. Thomas,Virgin Islands,1
Mcalester,United States,1
Al Ghaidah Intl,Yemen,1
Surkhet,Nepal,1
Missoula,United States,1
Aklavik,Canada,1
Nantong,China,1
Cheboksary,Russia,1
Golmud,China,1
Hami,China,1
Geiranger,Norway,1
Red Devil,United States,1
Sarteneja,Belize,1
Totness,Suriname,1
Awasa,Ethiopia,1
Olenyok,Russia,1
Brasov,Romania,1
Fort Payne,United States,1
Botucatu,Brazil,1
Alameda,United States,1
Essex,Canada,1
Kolosovka,Russia,1
New Hyde Park,United States,1
Fuvahmulah,Maldives,1
Mauregard,France,1
Omarama,New Zealand,1
Skuvoy,Faroe Islands,1
Albany OR,United States,1
Keystone,United States,1
Epernon,France,1
Sankt-Augustin,Germany,1
Ponta Grossa,Brazil,1
Waremme,Belgium,1
Vleuten,Netherlands,1
,Venezuela,1
Estevan,Canada,1
Alert,Canada,1
Mayo,Canada,1
Quujjuaq,Canada,1
Eggenfelden,Germany,1
Cosford,United Kingdom,1
Mendig,Germany,1
Brazzaville,Congo (Brazzaville),1
Besalampy,Madagascar,1
Tarbes,France,1
Porto Santo,Portugal,1
Tanegashima,Japan,1
Puerto Montt,Chile,1
Puerto Suarez,Bolivia,1
Iquitos,Peru,1
Calabozo,Venezuela,1
Ko Samui,Thailand,1
Wink,United States,1
Tyler,United States,1
Ambanja,Madagascar,1
Dalbandin,Pakistan,1
Merimbula,Australia,1
McCarthy,United States,1
Pendleton,United States,1
El Daein,Sudan,1
Kuria,Kiribati,1
Mysore,India,1
Manitouwadge,Canada,1
Wyndham,Australia,1
Notsch Im Gailtal,Austria,1
Duxford,United Kingdom,1
Manassas,United States,1
Newhaven,United Kingdom,1
White Head Is,Canada,1
Ngala,South Africa,1
Amersfoort,Netherlands,1
Pirna,Germany,1
Castaway Cay,Bahamas,1
Norfolk  Nebraska,United States,1
North Pole,Norway,1
FAIS,Micronesia,1
Tudela,Spain,1
Syke,Germany,1
Cadenazzo,Switzerland,1
Doris Lake,Canada,1
Kangersuatsiaq,Greenland,1
Narsaq Kujalleq,Greenland,1
Kamenz,Germany,1
Moenchengladbach,Germany,1
Leer,Germany,1
Upington,South Africa,1
Mananara,Madagascar,1
Luanda,Angola,1
Zella 74,Libya,1
Mimizan,France,1
Moulins,France,1
Cassagnes-beghones,France,1
Melun,France,1
Altenrhein,Switzerland,1
Manzanillo,Mexico,1
San Juan,Argentina,1
Ayolas,Paraguay,1
Aizwal,India,1
Ujung Pandang,Indonesia,1
Green Bay,United States,1
Chiang Rai,Thailand,1
Flint,United States,1
Medford,United States,1
Weeze,Germany,1
Aktau,Kazakhstan,1
Diu,India,1
Bradford,United States,1
Termez,Uzbekistan,1
Minto,United States,1
Barcelos,Brazil,1
Silver Springs,United States,1
Zhongli,Taiwan,1
Ruaha National Park,Tanzania,1
Gryphon FPSO,United Kingdom,1
Miyajimaguchi,Japan,1
West Goshen Township,United States,1
Independence,Belize,1
Goldthwaite,United States,1
Katoomba,Australia,1
Chapel Hill,United States,1
Thun,Switzerland,1
Kensington,Australia,1
Jakar,Bhutan,1
Salmon Arm,Canada,1
Gangshan,Taiwan,1
Ahrensburg,Germany,1
Sissach,Switzerland,1
Chatsworth,United States,1
Encarnacion,Paraguay,1
Toshima,Japan,1
Charlottesville,United States,1
Kirkwall,United Kingdom,1
Francistown,Botswana,1
Lubumashi,Congo (Kinshasa),1
Portoroz,Slovenia,1
San Andros,Bahamas,1
Mendoza,Argentina,1
Caravelas,Brazil,1
St.-georges Oyapock,French Guiana,1
Chandigarh,India,1
Phuquoc,Vietnam,1
Prosserpine,Australia,1
Cape Romanzof,United States,1
San Luis,United States,1
Casper,United States,1
Zuerich,Switzerland,1
Schneverdingen,Germany,1
Kashechewan,Canada,1
Gode,Ethiopia,1
Matei,Fiji,1
Necochea,Argentina,1
Chifeng,China,1
Qingyang,China,1
Point Roberts,United States,1
Orinduik,Guyana,1
Pitt Island,New Zealand,1
Phillips,United States,1
Musiara,Kenya,1
Bromont,Canada,1
Irvine,United States,1
Gniezno,Poland,1
Savu Island,Indonesia,1
Rennselaer,United States,1
St. James,United States,1
Musselburgh,United Kingdom,1
Juruena,Brazil,1
Rohrbach,Germany,1
Almhult,Sweden,1
Alvsbyn,Sweden,1
Sourthborough,United States,1
Rab,Croatia,1
Navajo Dam,United States,1
Sparta,United States,1
Madikwe,South Africa,1
COLNIZA,Brazil,1
Olare Motorogi Conservancy,Kenya,1
Bama,Nigeria,1
Husum,Germany,1
Weelde,Belgium,1
Garoua,Cameroon,1
Ouarzazate,Morocco,1
Gondar,Ethiopia,1
Kakamega,Kenya,1
Torino,Italy,1
Puerto Cabezas,Nicaragua,1
Howard,Panama,1
Bacolod,Philippines,1
Puerto Princesa,Philippines,1
Maringa,Brazil,1
Hewandorra,Saint Lucia,1
Agatti Island,India,1
Lampang,Thailand,1
Gulkana,United States,1
Fort Good Hope,Canada,1
Sisimiut,Greenland,1
Kingfisher Lake,Canada,1
Ängelholm,Sweden,1
Jiwani,Pakistan,1
El Vigía,Venezuela,1
Solovetsky Islands,Russia,1
Huay Xai,Laos,1
Sukhumi,Georgia,1
Niijima,Japan,1
Larsen Bay,United States,1
Olga Bay,United States,1
Kotlik,United States,1
Bird Island,Seychelles,1
Maidenhead,United Kingdom,1
Roche Harbor,United States,1
Lock Haven,United States,1
Stevenage,United Kingdom,1
Ivanhoe,Australia,1
Udine,Italy,1
Tommot,Russia,1
Algerciras,Spain,1
Mon,Denmark,1
Warruwi,Australia,1
Durham,United States,1
Aghstafa,Georgia,1
Oldenzaal,Netherlands,1
Stafford,United States,1
Port Jervis,United States,1
Lake Bled,Slovenia,1
Carrieres-sur-Seine,France,1
Clyde River,Canada,1
Ghriss,Algeria,1
Burg Feuerstein,Germany,1
Londonderry,United Kingdom,1
St. Athan,United Kingdom,1
Karup,Denmark,1
Bullocks Harbour,Bahamas,1
Ibaraki,Japan,1
Miho,Japan,1
Tottori,Japan,1
Hachinoe,Japan,1
Futaleufu,Chile,1
Zandery,Suriname,1
Kengtung,Burma,1
Fort Lewis,United States,1
Naha,Indonesia,1
Sharm El Sheikh,Egypt,1
Biloela,Australia,1
Vanimo,Papua New Guinea,1
Cajamarca,Peru,1
Elista,Russia,1
Luxi,China,1
Samburu South,Kenya,1
Stebbins,United States,1
Yakataga,United States,1
Pilot Station,United States,1
Lubang,Philippines,1
Findley,United States,1
Caldwell,United States,1
Winder,United States,1
Galion,United States,1
Qabala,Azerbaijan,1
Yankton,United States,1
Fort-de-France,Martinique,1
Corvallis,United States,1
Siem Reap,Cambodia,1
Phan Thiet,Vietnam,1
Welham Green,United Kingdom,1
East Boston,United States,1
Pointe-a-Pitre,Guadeloupe,1
Vommuli,Maldives,1
Tatarskaia,Russia,1
Ottumwa,United States,1
Surallah,Philippines,1
Bad Schandau,Germany,1
Attu,Greenland,1
Saint Pierre d'Oleron,France,1
Mangalore,Australia,1
Vestmannaeyjar,Iceland,1
Kleine Brogel,Belgium,1
Grafenwoehr,Germany,1
Bothaville,South Africa,1
Dakar,Senegal,1
Lins,Brazil,1
Passo Fundo,Brazil,1
Flores,Guatemala,1
Vopnafjörður,Iceland,1
Ghanzi,Botswana,1
Kigoma,Tanzania,1
Celaya,Mexico,1
Jalapa,Mexico,1
Valesdir,Vanuatu,1
Sialkot,Pakistan,1
Council,United States,1
Takotna,United States,1
Sinop,Brazil,1
Ecuvillens,Switzerland,1
Victoria Station British Columbia,Canada,1
Hornepayne,Canada,1
Raleigh,United States,1
Falkensee,Germany,1
St. Polten,Austria,1
Asansol,India,1
Albertslund,Denmark,1
Fortitude Valley,Australia,1
Kahemba,Congo (Kinshasa),1
Gorlovka,Ukraine,1
Goderich,Canada,1
Chelles,France,1
Aviemore,United Kingdom,1
COMODORO,Brazil,1
Bentiu,South Sudan,1
Jebel Dhanna,United Arab Emirates,1
Byaroza,Belarus,1
Coral Harbour,Canada,1
Dirkou,Niger,1
Mutare,Zimbabwe,1
Reus,Spain,1
Saanen,Switzerland,1
Muzaffarabad,Pakistan,1
Joao Pessoa,Brazil,1
Pasto,Colombia,1
Galoya,Sri Lanka,1
Dothan,United States,1
Quaqtaq,Canada,1
Paama Island,Vanuatu,1
Hooker Creek,Australia,1
Enshi,China,1
Dandong,China,1
Mekoryuk,United States,1
Noatak,United States,1
Qualicum Beach,Canada,1
Botopasi,Suriname,1
Villa Garzon,Colombia,1
Dickwella,Sri Lanka,1
Elenak,Marshall Islands,1
Fraser BC,Canada,1
Aiome,Papua New Guinea,1
Frya,Norway,1
Saint-Laurent-du-Maroni,French Guiana,1
Lashkar Gah,Afghanistan,1
Warnemuende,Germany,1
Mamuju,Indonesia,1
Cilaos,Reunion,1
Homewood,United States,1
Mughalsarai,India,1
Fez,Morocco,1
Huaiji,China,1
Lime Acres,South Africa,1
Key Largo,United States,1
Seafox 7 - Cygnus Bravo,United Kingdom,1
Questa,United States,1
Kantishna,United States,1
Florennes,Belgium,1
Saldanha,South Africa,1
Bahar Dar,Ethiopia,1
Mexicali,Mexico,1
Rosario,Argentina,1
Bellary,India,1
Lop Buri,Thailand,1
Point Cook,Australia,1
Buckley,United States,1
Oceana,United States,1
Angelsey,United Kingdom,1
Hot Springs,United States,1
New Rochelle,United States,1
Hohenems,Austria,1
Sabadell,Spain,1
Kerrville,United States,1
Brich Creek,United States,1
Visalia,United States,1
White Mountain,United States,1
Mokuti Lodge,Namibia,1
Covington,United States,1
Mali Losinj,Croatia,1
Kooddoo,Maldives,1
Kokonau,Indonesia,1
Wolfach,Germany,1
Almelo,Netherlands,1
Winthrop Harbor,United States,1
Petit-Croix,France,1
Swiebodzin,Poland,1
Klein Bunzow,Germany,1
Lammhult,Sweden,1
Schona,Czech Republic,1
San Clemente,United States,1
Waycross,United States,1
Naryn,Kyrgyzstan,1
Biache-Saint-Vaast,France,1
Saint-Germain-au-Mont-dOr,France,1
Sondrestrom,Greenland,1
Kemijarvi,Finland,1
Woodfort,United Kingdom,1
Pietermaritzburg,South Africa,1
Malabo,Equatorial Guinea,1
Beira,Mozambique,1
Tessalit,Mali,1
Perigueux,France,1
Cabo Rojo,Dominican Republic,1
Reynosa,Mexico,1
Mianwali,Pakistan,1
Chilecito,Argentina,1
Posadas,Argentina,1
Valdivia,Chile,1
Agartala,India,1
Hickory,United States,1
Calexico,United States,1
Noyabrsk,Russia,1
Sandane,Norway,1
Gove,Australia,1
Parsabad,Iran,1
Thief River Falls,United States,1
Saravena,Colombia,1
Guanambi,Brazil,1
Enkheluk,Russia,1
Ofu,American Samoa,1
Cadiz,Spain,1
Gorno-Altaysk,Russia,1
Fairoaks,United Kingdom,1
Neko Harbor,Antarctica,1
Herning,Denmark,1
Ocean Shores,United States,1
Tuzla,Romania,1
Tokaj,Hungary,1
Asaba,Nigeria,1
Narashino,Japan,1
Wolli Creek,Australia,1
Guntersville,United States,1
Bay City,United States,1
Greymouth,New Zealand,1
Artigas,Uruguay,1
La Courneuve,France,1
Pontebba,Italy,1
,South Korea,1
Thule,Greenland,1
Fort Simpson,Canada,1
Turweston,United Kingdom,1
Skien,Norway,1
Halmstad,Sweden,1
Roth,Germany,1
George,South Africa,1
Figari,France,1
Chalons,France,1
Pantelleria,Italy,1
Yalova,Turkey,1
Manila,Philippines,1
San Juan De Los Morros,Venezuela,1
Aktyubinsk,Kazakhstan,1
Jaisalmer,India,1
Millville,United States,1
Dong Hoi,Vietnam,1
Jumla,Nepal,1
Nemiscau,Canada,1
Grand Island,United States,1
Atiu Island,Cook Islands,1
Fukushima,Japan,1
Kokshetau,Kazakhstan,1
Oakey,Australia,1
Luzhou,China,1
Ringi Cove,Solomon Islands,1
South Naknek,United States,1
Port Bailey,United States,1
Noorvik,United States,1
Mosul,Iraq,1
Soderhamn,Sweden,1
Mormugao,India,1
Anshun,China,1
Fulong,Taiwan,1
Gagarin,Russia,1
Chanute,United States,1
Hurth,Germany,1
Chaville,France,1
Cooperstown,United States,1
Gelbensande,Germany,1
Pelee,Canada,1
Val D'or,Canada,1
Akure,Nigeria,1
Vaasa,Finland,1
Lorient,France,1
Trabzon,Turkey,1
Varadero,Cuba,1
Vava'u,Tonga,1
Kanoya,Japan,1
La Julia,Ecuador,1
Ipiales,Colombia,1
Canouan Island,Saint Vincent and the Grenadines,1
Janakpur,Nepal,1
Sorong,Indonesia,1
Miramar,United States,1
Bush Field,United States,1
Seronera,Tanzania,1
Karaganda,Kazakhstan,1
Forde,Norway,1
Auki,Solomon Islands,1
El Aaiún,Western Sahara,1
Roxana,Costa Rica,1
Tongoa Island,Vanuatu,1
Mexia,United States,1
Koliganek,United States,1
Twin Hills,United States,1
Delta,United States,1
Farila,Sweden,1
Osterhofen Niederbayern,Germany,1
RADOM,Poland,1
Burns,United States,1
Saulieu,France,1
Venlo,Netherlands,1
Eupen,Belgium,1
Tarentum,United States,1
Stillwater,United States,1
St. Neots,United Kingdom,1
Ubatuba,Brazil,1
Kagi,Papua New Guinea,1
Valparaiso IN,United States,1
Zgorzelec,Poland,1
Calatayud,Spain,1
Nipawin,Canada,1
Blue River,Canada,1
Talca,Chile,1
Borne,Netherlands,1
Bohmte,Germany,1
Ducherow,Germany,1
Vannas,Sweden,1
Englishtown,United States,1
WEST BEND,United States,1
North Sea,United Kingdom,1
East Lansing,United States,1
Muskoka,Canada,1
Gusau,Nigeria,1
Caen,France,1
Chilpancingo,Mexico,1
Santiago,Panama,1
Hafr Al-batin,Saudi Arabia,1
Wejh,Saudi Arabia,1
Sao Jose Do Rio Preto,Brazil,1
Acarigua,Venezuela,1
Pattaya,Thailand,1
Balikpapan,Indonesia,1
Niigata,Japan,1
Lac Du Bonnet,Canada,1
Worland,United States,1
Juazeiro Do Norte,Brazil,1
Kurgan,Russia,1
Geraldton,Australia,1
Strymba,Moldova,1
Teller,United States,1
Havre-Saint-Pierre,Canada,1
Khost,Afghanistan,1
Zelienople,United States,1
Ramona,United States,1
Pomalaa,Indonesia,1
Niagra Falls,Canada,1
Isla Culebrita,Puerto Rico,1
Golden Glades,United States,1
Akaa,Finland,1
Hengyang,China,1
Shirakawa-go,Japan,1
Tres Esquinas,Colombia,1
Medjumbe Island,Mozambique,1
Quatermaster Canyon,United States,1
Otjiwarongo,Namibia,1
Surrey,Canada,1
Siorapaluk,Greenland,1
Lieusaint,France,1
Patreksfjordur,Iceland,1
Comox,Canada,1
Vohemar,Madagascar,1
Mananjary,Madagascar,1
Boa Vista,Cape Verde,1
Valenciennes,France,1
Miquelon,Saint Pierre and Miquelon,1
Queenstown International,New Zealand,1
Whangarei,New Zealand,1
Hofu,Japan,1
San Rafael,Argentina,1
Villa Reynolds,Argentina,1
Porto Nacional,Brazil,1
Magangue,Colombia,1
Ocana,Colombia,1
Ilo,Peru,1
Raipur,India,1
Singkep,Indonesia,1
Grímsey,Iceland,1
Beckley,United States,1
Pentecost Island,Vanuatu,1
Mudgee,Australia,1
Nowra,Australia,1
Constanza,Dominican Republic,1
Alcantara,Brazil,1
Bad Pyrmont,Germany,1
Statesville,United States,1
Guelph,Canada,1
San Juan Bautista,Chile,1
Cocoa,United States,1
Loyalty Beach,Australia,1
Sanming,China,1
Varese,Italy,1
Maintenon,France,1
Pipalyatjara,Australia,1
Compiegne,France,1
Castione-Arbedo,Switzerland,1
Parsons,United States,1
Duqm,Oman,1
Sattna,Sweden,1
Nogales,Mexico,1
Majuro,Marshall Islands,1
Kitakyushu,Japan,1
Kochi,Japan,1
Iruma,Japan,1
Andoas,Peru,1
Semiplatinsk,Kazakhstan,1
Vishakhapatnam,India,1
Rengat,Indonesia,1
Harlingen,United States,1
Vardø,Norway,1
Lodz,Poland,1
Nanyuki,Kenya,1
Khuzdar,Pakistan,1
Putussibau-Borneo Island,Indonesia,1
Lommis,Switzerland,1
Porto Heli,Greece,1
Jan Mayen,Norway,1
Itokama,Papua New Guinea,1
Eastsound,United States,1
Gatton,Australia,1
