airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
5T,1623,YRT,132,YUT,147,Y,0,AT4
5T,1623,YUX,148,YFB,55,,0,DH8 BE1
5T,1623,YUX,148,YGT,5495,,0,BE1 DH8
5T,1623,YVM,152,YXP,170,,0,DH8
5T,1623,YVQ,155,YEV,54,,0,73M 733
5T,1623,YVQ,155,YZF,196,,0,73M 733
5T,1623,YWG,160,YRT,132,Y,0,FRJ ATR
5T,1623,YXP,170,YVM,152,,0,DH8
5T,1623,YYQ,187,YTH,141,Y,0,AT4
5T,1623,YYQ,187,YWG,160,Y,0,ATR FRJ AT4
5T,1623,YZF,196,YCO,37,,0,DH8 73M
5T,1623,YZF,196,YHK,69,,0,DH8
5T,1623,YZF,196,YRT,132,,0,73M
5T,1623,YZF,196,YVQ,155,,0,73M 733
9K,1629,STT,2883,EIS,2903,,0,CNA
9K,1629,STX,2884,STT,2883,,0,CNA
9K,1629,MAZ,2888,SJU,2890,,0,CNA
9K,1629,SJU,2890,MAZ,2888,,0,CNA
9K,1629,SJU,2890,NEV,6079,,0,CNA
9K,1629,SJU,2890,VIJ,6080,,0,BNI
9K,1629,SJU,2890,VQS,6788,,0,CNA
9K,1629,SJU,2890,CPX,6814,,0,BNI
9K,1629,BOS,3448,ALB,3864,,0,CNA
9K,1629,BOS,3448,BHB,4025,,0,CNA
9K,1629,BOS,3448,HYA,4278,,0,CNA
9K,1629,BOS,3448,PVC,6456,,0,CNA
9K,1629,HPN,3589,HYA,4278,,0,CNA
9K,1629,HPN,3589,LEB,5749,,0,CNA
9K,1629,HVR,3604,BIL,4021,,0,CNA
9K,1629,STL,3678,IRK,5744,,0,CNA
9K,1629,STL,3678,OWB,5758,,0,CNA
9K,1629,STL,3678,UIN,5774,,0,CNA
9K,1629,ALB,3864,BOS,3448,,0,CNA
9K,1629,ALB,3864,OGS,3724,,0,CNA
9K,1629,BIL,4021,HVR,3604,,0,CNA
9K,1629,BIL,4021,GGW,5739,,0,CNA
9K,1629,BIL,4021,OLF,7071,,0,CNA
9K,1629,MVY,4265,ACK,3517,,0,CNA
9K,1629,EWB,5737,ACK,3517,,0,CNA
9K,1629,GGW,5739,BIL,4021,,0,CNA
9K,1629,LEB,5749,BOS,3448,,0,CNA
9K,1629,OWB,5758,STL,3678,,0,CNA
9K,1629,VQS,6788,STX,2884,,0,CNA
9K,1629,VQS,6788,SJU,2890,,0,CNA
9K,1629,CPX,6814,SJU,2890,,0,BNI
9K,1629,SDY,7065,BIL,4021,,0,CNA
9K,1629,GDV,7070,BIL,4021,,0,CNA
2G,1654,MJZ,2925,OVB,4078,,0,A81
2G,1654,HTA,2935,IKT,2937,,0,AN4
2G,1654,IKT,2937,YKS,2923,,0,A81
2G,1654,IKT,2937,HTA,2935,,0,AN4
2G,1654,IKT,2937,UKX,6924,,0,AN4
2G,1654,OVB,4078,IKT,2937,,0,A81
2G,1654,UKX,6924,IKT,2937,,0,AN4
2G,1654,ODO,8944,IKT,2937,,0,AN4
2G,1654,ULK,9026,IKT,2937,,0,AN4
BW,1663,YYZ,193,GND,2882,,0,738
BW,1663,YYZ,193,POS,2902,,0,738
BW,1663,KIN,1779,NAS,1953,,0,738
BW,1663,KIN,1779,ANU,2874,,0,738
BW,1663,KIN,1779,BGI,2875,,0,738
BW,1663,NAS,1953,KIN,1779,,0,738
BW,1663,CCS,2851,POS,2902,,0,ATR
BW,1663,BGI,2875,KIN,1779,,0,738
BW,1663,GND,2882,JFK,3797,,0,738
BW,1663,SXM,2899,BGI,2875,,0,738
BW,1663,TAB,2901,POS,2902,,0,ATR 738
BW,1663,TAB,2901,JFK,3797,,0,738
BW,1663,POS,2902,YYZ,193,,0,738
BW,1663,POS,2902,JFK,3797,,0,738
BW,1663,POS,2902,MCO,3878,,0,738
BW,1663,FLL,3533,KIN,1779,,0,738
BW,1663,FLL,3533,POS,2902,,0,738
BW,1663,JFK,3797,MBJ,1780,,0,738
BW,1663,JFK,3797,TAB,2901,,0,738
BW,1663,MCO,3878,KIN,1779,,0,738
BW,1663,GEO,4304,POS,2902,,0,738 767
BW,1663,GEO,4304,JFK,3797,,0,767
V3,1669,FCO,1555,LUZ,8832,,0,100
V3,1669,LUZ,8832,FCO,1555,,0,100
CX,1680,HYD,,HKG,3077,,0,333
CX,1680,YVR,156,HKG,3077,,0,77W
CX,1680,JNB,813,HKG,3077,,0,744
CX,1680,GVA,1665,DOH,11051,,0,320
CX,1680,NAN,1960,HKG,3077,Y,0,332
CX,1680,BAH,2057,DXB,2188,,0,333
CX,1680,DXB,2188,HKG,3077,,0,333
CX,1680,KHI,2206,BKK,3885,,0,333
CX,1680,TPE,2276,NRT,2279,,0,744
CX,1680,TPE,2276,FUK,2305,,0,772 773
CX,1680,TPE,2276,HKG,3077,,0,773 744 333 77W 772 343 320 321
CX,1680,CTS,2287,HKG,3077,,0,744 333
CX,1680,FUK,2305,TPE,2276,,0,772
CX,1680,MNL,2397,HKG,3077,,0,744 333 77W 343 772
CX,1680,CMB,3024,SIN,3316,,0,773
CX,1680,HKG,3077,HYD,,,0,333
CX,1680,HKG,3077,JNB,813,,0,744
CX,1680,HKG,3077,MXP,1524,,0,77W
CX,1680,HKG,3077,NAN,1960,Y,0,332
CX,1680,HKG,3077,AKL,2006,,0,343
CX,1680,HKG,3077,DXB,2188,,0,333
CX,1680,HKG,3077,NRT,2279,,0,773 744 77W 772 333 343
CX,1680,HKG,3077,CTS,2287,,0,744 333
CX,1680,HKG,3077,CJU,2370,,0,320
CX,1680,HKG,3077,OKA,2384,,0,333
CX,1680,HKG,3077,KHV,2927,,0,320
CX,1680,HKG,3077,VVO,2934,,0,320
CX,1680,HKG,3077,DEL,3093,,0,333
CX,1680,HKG,3077,BLR,3131,,0,333
CX,1680,HKG,3077,DAD,3196,,0,320
CX,1680,HKG,3077,SIN,3316,,0,772 77W 333 773 343
CX,1680,HKG,3077,CNS,3322,,0,333
CX,1680,HKG,3077,ADL,3341,,0,333
CX,1680,HKG,3077,PER,3351,,0,333
CX,1680,HKG,3077,PEK,3364,,0,333 77W 321 320 343
CX,1680,HKG,3077,CSX,3371,,0,320 321
CX,1680,HKG,3077,KWL,3372,,0,320 321
CX,1680,HKG,3077,FOC,3385,,0,333
CX,1680,HKG,3077,NGB,3387,,0,320 321
CX,1680,HKG,3077,TAO,3390,,0,333 320
CX,1680,HKG,3077,CKG,3393,,0,320 321
CX,1680,HKG,3077,SFO,3469,,0,77W 744
CX,1680,HKG,3077,LAX,3484,,0,77W
CX,1680,HKG,3077,DPS,3940,,0,773 744
CX,1680,HKG,3077,CEB,4206,,0,333 77W 343
CX,1680,BLR,3131,HKG,3077,,0,333
CX,1680,MAA,3144,HKG,3077,,0,333
CX,1680,USM,3177,HKG,3077,,0,319
CX,1680,DAD,3196,HKG,3077,,0,320
CX,1680,CGK,3275,HKG,3077,,0,333 773 343
CX,1680,BNE,3320,HKG,3077,,0,333
CX,1680,CNS,3322,HKG,3077,,0,333
CX,1680,ADL,3341,HKG,3077,,0,333
CX,1680,PER,3351,HKG,3077,,0,333
CX,1680,CSX,3371,HKG,3077,,0,320 321
CX,1680,XIY,3379,HKG,3077,,0,320 321
CX,1680,FOC,3385,HKG,3077,,0,333
CX,1680,NGB,3387,HKG,3077,,0,321 320
CX,1680,SHA,3391,HKG,3077,,0,333
CX,1680,CKG,3393,HKG,3077,,0,320 321
CX,1680,CTU,3395,HKG,3077,,0,320 333 321
CX,1680,PVG,3406,HKG,3077,,0,320 321 333 772 77W 773 343
CX,1680,ORD,3830,HKG,3077,,0,77W
CX,1680,MSY,3861,DFW,3670,Y,0,M83 M80
CX,1680,BKK,3885,KHI,2206,,0,333
CX,1680,BKK,3885,KBV,3174,Y,0,319 320
CX,1680,BKK,3885,SIN,3316,,0,772
CX,1680,ICN,3930,HKG,3077,,0,333 773 772 77W 343
CX,1680,CNX,3931,HKG,3077,,0,320
CX,1680,DPS,3940,HKG,3077,,0,773 744
CX,1680,NGO,3942,TPE,2276,,0,333
CX,1680,KIX,3992,HKG,3077,,0,333 773 744 77W 343 772
CX,1680,WNZ,6392,HKG,3077,,0,321 320
CX,1680,DOH,11051,ATH,3941,,0,333 332
KX,1682,LCE,1771,GCM,1926,,0,733
KX,1682,MBJ,1780,GCM,1926,,0,733
KX,1682,CYB,1925,GCM,1926,,0,DHT 733
KX,1682,GCM,1926,CYB,1925,,0,DHT 733
KX,1682,GCM,1926,MIA,3576,,0,733
KX,1682,GCM,1926,TPA,3646,,0,733
KX,1682,GCM,1926,ORD,3830,,0,733
KX,1682,MIA,3576,GCM,1926,,0,733
KX,1682,TPA,3646,GCM,1926,,0,733
KX,1682,LYB,4314,CYB,1925,,0,DHT
KX,1682,LYB,4314,GCM,1926,,0,DHT
5J,1683,TPE,2276,MNL,2397,,0,320
5J,1683,NRT,2279,MNL,2397,,0,320
5J,1683,PUS,2372,MNL,2397,,0,320
5J,1683,PUS,2372,CEB,4206,,0,320
5J,1683,MNL,2397,DXB,2188,,0,330
5J,1683,MNL,2397,PUS,2372,,0,320
5J,1683,MNL,2397,CBO,2399,,0,319 320
5J,1683,MNL,2397,SJI,2409,,0,319
5J,1683,MNL,2397,HAN,3199,,0,319
5J,1683,MNL,2397,KUL,3304,,0,320
5J,1683,MNL,2397,KIX,3992,,0,320
5J,1683,MNL,2397,USU,4199,,0,ATR
5J,1683,MNL,2397,LAO,4202,,0,319
5J,1683,MNL,2397,LGP,4203,,0,320 319
5J,1683,MNL,2397,OZC,4204,,0,320
5J,1683,MNL,2397,WNP,6018,,0,ATR
5J,1683,MNL,2397,TUG,6021,,0,319
5J,1683,CGY,2400,BCD,2423,,0,ATR
5J,1683,CGY,2400,ILO,2429,,0,319
5J,1683,PAG,2401,MNL,2397,,0,319 320
5J,1683,GES,2402,MNL,2397,,0,320
5J,1683,GES,2402,CEB,4206,,0,320
5J,1683,ZAM,2404,CEB,4206,,0,319
5J,1683,TAC,2422,MNL,2397,,0,320
5J,1683,TAC,2422,CEB,4206,,0,ATR 319
5J,1683,BCD,2423,MNL,2397,,0,320 319
5J,1683,BCD,2423,DVO,4090,,0,320
5J,1683,MPH,2426,CEB,4206,,0,ATR
5J,1683,ILO,2429,GES,2402,,0,319
5J,1683,PPS,2433,MNL,2397,,0,320 319
5J,1683,PPS,2433,ILO,2429,,0,319
5J,1683,PPS,2433,DVO,4090,,0,319
5J,1683,REP,3035,MNL,2397,,0,320
5J,1683,HKT,3179,MNL,2397,,0,320
5J,1683,SGN,3205,MNL,2397,,0,320
5J,1683,BWN,3272,MNL,2397,,0,320
5J,1683,CGK,3275,MNL,2397,,0,320
5J,1683,SIN,3316,CRK,4140,,0,319
5J,1683,PEK,3364,MNL,2397,,0,320
5J,1683,CAN,3370,MNL,2397,,0,320
5J,1683,PVG,3406,MNL,2397,,0,320
5J,1683,ICN,3930,MNL,2397,,0,330
5J,1683,DPS,3940,MNL,2397,,0,320
5J,1683,NGO,3942,MNL,2397,,0,320
5J,1683,KIX,3992,MNL,2397,,0,320
5J,1683,TAG,3994,MNL,2397,,0,319
5J,1683,DVO,4090,CGY,2400,,0,ATR
5J,1683,DVO,4090,ILO,2429,,0,320 319
5J,1683,CRK,4140,SIN,3316,,0,319
5J,1683,CRK,4140,CEB,4206,,0,319
5J,1683,LGP,4203,MNL,2397,,0,320 319
5J,1683,OZC,4204,CEB,4206,,0,ATR
5J,1683,CEB,4206,CGY,2400,,0,ATR 320 319
5J,1683,CEB,4206,BCD,2423,,0,320 ATR
5J,1683,CEB,4206,DGT,2425,,0,ATR
5J,1683,CEB,4206,MPH,2426,,0,ATR
5J,1683,CEB,4206,KLO,2430,,0,320
5J,1683,CEB,4206,HKG,3077,,0,320
5J,1683,CEB,4206,USU,4199,,0,ATR
5J,1683,CEB,4206,BXU,4200,,0,319
5J,1683,CEB,4206,CGM,6012,,0,ATR
5J,1683,CEB,4206,IAO,6974,,0,ATR
5J,1683,TUG,6021,MNL,2397,,0,319
5J,1683,CYZ,6733,MNL,2397,,0,319
5J,1683,IAO,6974,CEB,4206,,0,ATR
2Z,1729,CGR,2538,DOU,7380,,0,AT7
2Z,1729,GYN,2562,RAO,2613,,0,AT7
2Z,1729,GRU,2564,CAC,2535,,0,AT7
2Z,1729,GRU,2564,RAO,2613,,0,AT7
2Z,1729,GRU,2564,DOU,7380,,0,AT7
2Z,1729,RAO,2613,PLU,2528,,0,AT7
2Z,1729,RAO,2613,BSB,2531,,0,AT7
2Z,1729,RAO,2613,SJP,2619,,0,AT7
2Z,1729,SJP,2619,RAO,2613,,0,AT7
2Z,1729,SSA,2621,VDC,6039,,0,AT7
2Z,1729,UDI,2633,RAO,2613,,0,AT7
2Z,1729,UDI,2633,UBA,2635,,0,AT7
2Z,1729,OPS,7367,BSB,2531,,0,AT7
2Z,1729,OPS,7367,CGB,2548,,0,AT7
2Z,1729,BRA,7373,BSB,2531,,0,AT7
2Z,1729,DOU,7380,GRU,2564,,0,AT7
C8,1750,SSG,891,COO,245,,0,146
CI,1756,YVR,156,TPE,2276,,0,343
CI,1756,AMS,580,MAN,478,Y,0,737 E90 F70
CI,1756,AKL,2006,SYD,3361,,0,333
CI,1756,KHH,2264,MNL,2397,Y,0,E90
CI,1756,KHH,2264,HKG,3077,,0,333 E90 738
CI,1756,KHH,2264,SGN,3205,Y,0,321
CI,1756,KHH,2264,SIN,3316,,0,738
CI,1756,KHH,2264,PEK,3364,,0,333
CI,1756,KHH,2264,PVG,3406,,0,738 333
CI,1756,KHH,2264,BKK,3885,,0,738
CI,1756,KHH,2264,KIX,3992,,0,738
CI,1756,TSA,2275,GMP,2378,,0,738
CI,1756,TPE,2276,FRA,340,,0,744
CI,1756,TPE,2276,VIE,1613,,0,343
CI,1756,TPE,2276,GUM,2246,,0,333
CI,1756,TPE,2276,ROR,2256,,0,738
CI,1756,TPE,2276,CTS,2287,,0,744 738
CI,1756,TPE,2276,TOY,2324,,0,738
CI,1756,TPE,2276,PUS,2372,,0,738 333
CI,1756,TPE,2276,MNL,2397,,0,333 738 343
CI,1756,TPE,2276,HKG,3077,,0,738 744 333 343
CI,1756,TPE,2276,CGK,3275,,0,343
CI,1756,TPE,2276,SIN,3316,,0,738 333
CI,1756,TPE,2276,SYD,3361,,0,333
CI,1756,TPE,2276,PEK,3364,,0,744
CI,1756,TPE,2276,CAN,3370,,0,744
CI,1756,TPE,2276,SZX,3374,,0,744
CI,1756,TPE,2276,CTU,3395,,0,744
CI,1756,TPE,2276,URC,3399,,0,333
CI,1756,TPE,2276,DLC,3404,,0,333
CI,1756,TPE,2276,SFO,3469,,0,744
CI,1756,TPE,2276,BKK,3885,,0,744 333 343
CI,1756,TPE,2276,DPS,3940,,0,333
CI,1756,TPE,2276,KIX,3992,,0,744 333 343
CI,1756,TPE,2276,HAK,4120,,0,738
CI,1756,TPE,2276,WUX,6390,Y,0,321
CI,1756,NRT,2279,KHH,2264,,0,738
CI,1756,NRT,2279,TPE,2276,,0,333 744
CI,1756,CTS,2287,TPE,2276,,0,744 738
CI,1756,KOJ,2307,TPE,2276,,0,738
CI,1756,KMI,2308,TPE,2276,,0,738
CI,1756,TOY,2324,TPE,2276,,0,738
CI,1756,HIJ,2326,TPE,2276,,0,738
CI,1756,PUS,2372,TPE,2276,,0,738 333
CI,1756,OKA,2384,KHH,2264,,0,738
CI,1756,OKA,2384,TPE,2276,,0,738 333 343
CI,1756,ISG,2387,TPE,2276,,0,738
CI,1756,MNL,2397,KHH,2264,Y,0,E90
CI,1756,MNL,2397,TPE,2276,,0,333 738 343
CI,1756,HKG,3077,CGK,3275,,0,333
CI,1756,DEL,3093,FCO,1555,,0,333
CI,1756,CGK,3275,HKG,3077,,0,333
CI,1756,KUL,3304,TPE,2276,,0,333
CI,1756,SIN,3316,TPE,2276,,0,333 738
CI,1756,SIN,3316,SUB,3928,,0,333
CI,1756,BNE,3320,AKL,2006,,0,333
CI,1756,BNE,3320,TPE,2276,,0,333
CI,1756,CAN,3370,TPE,2276,,0,744
CI,1756,WUH,3376,TPE,2276,,0,333
CI,1756,TAO,3390,TPE,2276,,0,744
CI,1756,CTU,3395,TPE,2276,,0,744
CI,1756,DLC,3404,TPE,2276,,0,333
CI,1756,PVG,3406,TPE,2276,,0,744 333
CI,1756,SFO,3469,TPE,2276,,0,744
CI,1756,IAH,3550,ATL,3682,Y,0,M88 717
CI,1756,ATL,3682,SFO,3469,Y,0,739 757
CI,1756,ATL,3682,LAX,3484,Y,0,763
CI,1756,JFK,3797,KIX,3992,,0,744
CI,1756,BKK,3885,KHH,2264,,0,738
CI,1756,BKK,3885,DME,4029,,0,772
CI,1756,DPS,3940,TPE,2276,,0,333
CI,1756,NGO,3942,TPE,2276,,0,333 738 744
CI,1756,KIX,3992,KHH,2264,,0,738
CI,1756,KIX,3992,RMQ,2268,,0,738
CI,1756,SYX,4030,TPE,2276,,0,738
CI,1756,WUX,6390,TPE,2276,Y,0,321
MU,1758,AMS,580,CPH,609,,0,EMJ 737 F70
MU,1758,AMS,580,CDG,1382,Y,0,737
MU,1758,CPH,609,AMS,580,,0,737 EMJ F70
MU,1758,BCN,1218,AMS,580,,0,737
MU,1758,CDG,1382,AMS,580,Y,0,737
MU,1758,FCO,1555,PVG,3406,,0,332
MU,1758,DXB,2188,KMG,3382,,0,333
MU,1758,SPN,2244,PEK,3364,,0,333
MU,1758,TSA,2275,SHA,3391,,0,333
MU,1758,TPE,2276,WUH,3376,,0,738
MU,1758,TPE,2276,XIY,3379,,0,320
MU,1758,TPE,2276,KMG,3382,,0,738
MU,1758,TPE,2276,HFE,3389,,0,320
MU,1758,TPE,2276,WUX,6390,,0,321
MU,1758,NRT,2279,PEK,3364,Y,0,73H 767
MU,1758,NRT,2279,CAN,3370,Y,0,767
MU,1758,NRT,2279,NKG,3388,,0,320
MU,1758,NRT,2279,DLC,3404,Y,0,767
MU,1758,NRT,2279,PVG,3406,,0,321 333 332
MU,1758,FUK,2305,TAO,3390,,0,319
MU,1758,FUK,2305,PVG,3406,,0,320 738
MU,1758,KOJ,2307,PVG,3406,,0,319
MU,1758,NGS,2313,PVG,3406,,0,319
MU,1758,CJU,2370,PVG,3406,,0,738
MU,1758,PUS,2372,NKG,3388,Y,0,73H
MU,1758,GMP,2378,SHA,3391,,0,321
MU,1758,TAE,2381,PVG,3406,,0,321 320
MU,1758,CMB,3024,KMG,3382,,0,737
MU,1758,PNH,3034,NNG,3373,,0,737
MU,1758,CCU,3043,KMG,3382,,0,737
MU,1758,HKG,3077,TYN,3369,,0,738
MU,1758,HKG,3077,XIY,3379,,0,320
MU,1758,HKG,3077,KMG,3382,,0,737
MU,1758,HKG,3077,KHN,3384,,0,320
MU,1758,HKG,3077,NGB,3387,,0,320
MU,1758,HKG,3077,PVG,3406,,0,320 332 321
MU,1758,HKG,3077,YNZ,6393,,0,320
MU,1758,MFM,3121,KMG,3382,,0,737
MU,1758,KTM,3125,KMG,3382,,0,737
MU,1758,HAN,3199,NNG,3373,,0,737
MU,1758,RGN,3239,KMG,3382,,0,737
MU,1758,SIN,3316,MEL,3339,Y,0,333
MU,1758,SIN,3316,PER,3351,Y,0,332
MU,1758,SIN,3316,NNG,3373,,0,320
MU,1758,MEL,3339,AKL,2006,Y,0,73H
MU,1758,MEL,3339,WLG,2042,Y,0,73H
MU,1758,MEL,3339,PVG,3406,,0,332
MU,1758,SYD,3361,WLG,2042,Y,0,73H
MU,1758,SYD,3361,PVG,3406,,0,332
MU,1758,PEK,3364,NRT,2279,Y,0,767 73H
MU,1758,PEK,3364,TYN,3369,,0,738
MU,1758,PEK,3364,WUH,3376,,0,738
MU,1758,PEK,3364,LHW,3378,,0,321 320
MU,1758,PEK,3364,XIY,3379,,0,333 320 321
MU,1758,PEK,3364,HFE,3389,,0,320
MU,1758,PEK,3364,SHA,3391,,0,333 767
MU,1758,PEK,3364,PVG,3406,,0,333 321 320 332
MU,1758,PEK,3364,SEA,3577,Y,0,76W
MU,1758,PEK,3364,LJG,4033,,0,737
MU,1758,PEK,3364,LYA,4148,,0,320
MU,1758,PEK,3364,TGO,6348,,0,320
MU,1758,PEK,3364,XNN,6366,,0,320
MU,1758,PEK,3364,LYI,6385,,0,319
MU,1758,PEK,3364,LZO,6399,,0,319 737
MU,1758,PEK,3364,JXA,8417,,0,320
MU,1758,HLD,3366,HET,6345,Y,0,738
MU,1758,TSN,3368,WUH,3376,,0,738
MU,1758,TSN,3368,KMG,3382,,0,737
MU,1758,TSN,3368,SHA,3391,,0,737 320
MU,1758,TYN,3369,HKG,3077,,0,738
MU,1758,TYN,3369,SZX,3374,,0,737
MU,1758,TYN,3369,WUH,3376,,0,737
MU,1758,TYN,3369,XIY,3379,,0,737
MU,1758,TYN,3369,KMG,3382,,0,737 738
MU,1758,TYN,3369,SHA,3391,,0,737 321
MU,1758,TYN,3369,CIH,6343,,0,EMB
MU,1758,CAN,3370,NRT,2279,Y,0,767
MU,1758,CAN,3370,XIY,3379,,0,320
MU,1758,CAN,3370,XMN,3383,Y,0,738
MU,1758,CAN,3370,KHN,3384,,0,320
MU,1758,CAN,3370,NGB,3387,,0,738 320
MU,1758,CAN,3370,TAO,3390,,0,320
MU,1758,CAN,3370,LJG,4033,,0,737
MU,1758,CAN,3370,NAY,6341,Y,0,737
MU,1758,CAN,3370,LUM,6376,,0,737
MU,1758,CAN,3370,WNZ,6392,,0,733 738 320 737
MU,1758,CAN,3370,HIA,7898,,0,320
MU,1758,CSX,3371,XIY,3379,,0,320
MU,1758,CSX,3371,SHA,3391,,0,738 321
MU,1758,CSX,3371,KWE,3394,,0,320
MU,1758,CSX,3371,PVG,3406,,0,320 321
MU,1758,CSX,3371,NAY,6341,Y,0,737
MU,1758,KWL,3372,HFE,3389,,0,320
MU,1758,KWL,3372,SHA,3391,Y,0,737
MU,1758,NNG,3373,VTE,3120,,0,737
MU,1758,NNG,3373,RGN,3239,,0,737
MU,1758,NNG,3373,XIY,3379,,0,737
MU,1758,NNG,3373,SYX,4030,,0,738
MU,1758,SZX,3374,WUH,3376,,0,733
MU,1758,SZX,3374,KHN,3384,,0,320
MU,1758,SZX,3374,NGB,3387,,0,320
MU,1758,SZX,3374,SHA,3391,,0,333 AB6 767 320 321
MU,1758,SZX,3374,CZX,4109,,0,320
MU,1758,SZX,3374,WUX,6390,,0,320
MU,1758,CGO,3375,KMG,3382,,0,733 737
MU,1758,CGO,3375,NGB,3387,,0,320
MU,1758,CGO,3375,SHA,3391,,0,738 737 320 321
MU,1758,CGO,3375,URC,3399,,0,320
MU,1758,WUH,3376,SIN,3316,,0,320
MU,1758,WUH,3376,PEK,3364,,0,738
MU,1758,WUH,3376,TYN,3369,,0,737
MU,1758,WUH,3376,XMN,3383,,0,320 737
MU,1758,WUH,3376,KHN,3384,,0,EMB
MU,1758,WUH,3376,NGB,3387,,0,738 320
MU,1758,WUH,3376,TAO,3390,,0,738 320
MU,1758,WUH,3376,ICN,3930,Y,0,73J
MU,1758,WUH,3376,YCU,6430,,0,320
MU,1758,WUH,3376,ZYI,9846,,0,320
MU,1758,LHW,3378,PEK,3364,,0,320 321
MU,1758,LHW,3378,IQN,6365,Y,0,737
MU,1758,XIY,3379,HKG,3077,,0,320
MU,1758,XIY,3379,TYN,3369,,0,737
MU,1758,XIY,3379,SZX,3374,,0,320
MU,1758,XIY,3379,WUH,3376,,0,320 738
MU,1758,XIY,3379,NGB,3387,,0,320
MU,1758,XIY,3379,TAO,3390,,0,320
MU,1758,XIY,3379,KWE,3394,,0,320
MU,1758,XIY,3379,CTU,3395,,0,321 320
MU,1758,XIY,3379,URC,3399,,0,321 738 320
MU,1758,XIY,3379,HRB,3400,,0,320
MU,1758,XIY,3379,DLC,3404,,0,320
MU,1758,XIY,3379,PVG,3406,,0,320 321
MU,1758,XIY,3379,TNA,4108,,0,320
MU,1758,XIY,3379,CZX,4109,,0,320
MU,1758,XIY,3379,DNH,4308,,0,320
MU,1758,XIY,3379,HET,6345,,0,320
MU,1758,XIY,3379,ENY,6367,,0,320
MU,1758,XIY,3379,YNZ,6393,,0,320
MU,1758,XIY,3379,JGS,6428,,0,320
MU,1758,XIY,3379,JGN,6432,,0,320
MU,1758,XIY,3379,DSN,6434,,0,320
MU,1758,XIY,3379,YZY,7987,,0,320
MU,1758,KMG,3382,DXB,2188,,0,333
MU,1758,KMG,3382,TPE,2276,,0,738
MU,1758,KMG,3382,CCU,3043,,0,737
MU,1758,KMG,3382,HKG,3077,,0,737
MU,1758,KMG,3382,VTE,3120,,0,737
MU,1758,KMG,3382,DAD,3196,,0,737
MU,1758,KMG,3382,PEK,3364,,0,333 737 733
MU,1758,KMG,3382,TSN,3368,,0,737
MU,1758,KMG,3382,TYN,3369,,0,737 738
MU,1758,KMG,3382,CAN,3370,,0,737 733
MU,1758,KMG,3382,CSX,3371,,0,733 320 319
MU,1758,KMG,3382,KWL,3372,,0,738 73G
MU,1758,KMG,3382,XMN,3383,,0,737
MU,1758,KMG,3382,NGB,3387,,0,320
MU,1758,KMG,3382,HFE,3389,,0,737 320
MU,1758,KMG,3382,TAO,3390,,0,320
MU,1758,KMG,3382,XIC,3396,,0,737
MU,1758,KMG,3382,ICN,3930,,0,320
MU,1758,KMG,3382,CNX,3931,,0,737
MU,1758,KMG,3382,CEI,3932,,0,737
MU,1758,KMG,3382,DLU,4054,,0,737 733
MU,1758,KMG,3382,YBP,4110,,0,733
MU,1758,KMG,3382,HAK,4120,,0,320
MU,1758,KMG,3382,LYA,4148,,0,733
MU,1758,KMG,3382,BHY,6351,,0,737
MU,1758,KMG,3382,DIG,6375,,0,737
MU,1758,KMG,3382,LUM,6376,,0,733 737
MU,1758,KMG,3382,LZO,6399,,0,737
MU,1758,KMG,3382,MIG,6400,,0,737
MU,1758,KMG,3382,NAO,6401,,0,319
MU,1758,KMG,3382,LNJ,7527,,0,737 733
MU,1758,KMG,3382,JIQ,8781,,0,737
MU,1758,XMN,3383,WUH,3376,,0,320 737
MU,1758,XMN,3383,XIY,3379,,0,320
MU,1758,XMN,3383,NGB,3387,,0,320
MU,1758,XMN,3383,CZX,4109,,0,320
MU,1758,XMN,3383,WUX,6390,,0,321
MU,1758,KHN,3384,KHH,2264,,0,320
MU,1758,KHN,3384,SZX,3374,,0,320
MU,1758,KHN,3384,NKG,3388,,0,320
MU,1758,KHN,3384,SHA,3391,,0,320
MU,1758,KHN,3384,NAY,6341,Y,0,737
MU,1758,HGH,3386,PEK,3364,,0,320 321
MU,1758,HGH,3386,TYN,3369,,0,320 737
MU,1758,HGH,3386,CAN,3370,,0,320
MU,1758,HGH,3386,CGO,3375,,0,320
MU,1758,HGH,3386,XIY,3379,,0,321 320
MU,1758,HGH,3386,KMG,3382,,0,320
MU,1758,HGH,3386,XMN,3383,,0,320 EMB
MU,1758,HGH,3386,TAO,3390,,0,320
MU,1758,HGH,3386,CJJ,6008,Y,0,739
MU,1758,HGH,3386,SJW,6347,Y,0,737
MU,1758,HGH,3386,LYI,6385,,0,320
MU,1758,NGB,3387,HKG,3077,,0,320
MU,1758,NGB,3387,CAN,3370,,0,738 320
MU,1758,NGB,3387,SZX,3374,,0,320
MU,1758,NGB,3387,CGO,3375,,0,320
MU,1758,NGB,3387,XMN,3383,,0,320
MU,1758,NGB,3387,TAO,3390,,0,320
MU,1758,NGB,3387,CTU,3395,,0,319
MU,1758,NKG,3388,NRT,2279,,0,320
MU,1758,NKG,3388,HKG,3077,,0,321 332
MU,1758,NKG,3388,PEK,3364,,0,320 321 332
MU,1758,NKG,3388,TYN,3369,,0,320 738 737
MU,1758,NKG,3388,LHW,3378,,0,320
MU,1758,NKG,3388,XIY,3379,,0,321 320
MU,1758,NKG,3388,KHN,3384,,0,320
